单词等级,单词,词典
A1,drive,"{""word"": ""drive"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to operate and control the direction and speed of a vehicle"", ""chinese"": ""驾驶车辆""}, ""example_sentences"": [{""english"": ""She drives to work every day."", ""chinese"": ""她每天开车去上班。""}], ""synonyms"": [""operate"", ""control""], ""antonyms"": [""walk"", ""ride""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a journey in a vehicle, usually a car"", ""chinese"": ""驾驶，驾车旅行""}, ""example_sentences"": [{""english"": ""We went for a long drive in the countryside."", ""chinese"": ""我们去乡下进行了一次长途驾驶。""}], ""synonyms"": [""trip"", ""journey""], ""antonyms"": [""walk"", ""ride""]}], ""forms"": {""verb"": {""base_form"": ""drive"", ""third_person_singular"": ""drives"", ""past_tense"": ""drove"", ""past_participle"": ""driven"", ""present_participle"": ""driving""}, ""noun"": {""singular"": ""drive"", ""plural"": ""drives""}}}"
A1,driver,"{""word"": ""driver"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a person who drives a vehicle"", ""chinese"": ""驾驶车辆的人""}, ""example_sentences"": [{""english"": ""The driver stopped the bus."", ""chinese"": ""司机停下了公交车。""}]}], ""forms"": {""noun"": {""singular"": ""driver"", ""plural"": ""drivers""}}}"
A1,during,"{""word"": ""during"", ""definitions"": [{""part_of_speech"": ""preposition"", ""meaning"": {""english"": ""throughout the duration of"", ""chinese"": ""在…期间""}, ""example_sentences"": [{""english"": ""He fell asleep during the movie."", ""chinese"": ""他在电影放映期间睡着了。""}]}], ""forms"": {}}"
A1,DVD,"{""word"": ""DVD"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A small disc on which films, music, etc. can be stored and played."", ""chinese"": ""数字多功能光盘，用于存储和播放电影、音乐等的小型光盘。""}, ""example_sentences"": [{""english"": ""I watched a movie on DVD last night."", ""chinese"": ""昨晚我在DVD上看了一部电影。""}]}], ""forms"": {""noun"": {""singular"": ""DVD"", ""plural"": ""DVDs""}}}"
A1,each,"{""word"": ""each"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""every one of two or more considered individually or one by one"", ""chinese"": ""每个；各自""}, ""example_sentences"": [{""english"": ""Each student has a book."", ""chinese"": ""每个学生都有一本书。""}]}, {""part_of_speech"": ""pronoun"", ""meaning"": {""english"": ""every one of two or more people or things, considered individually or one by one"", ""chinese"": ""每个；各自""}, ""example_sentences"": [{""english"": ""Each of them has a different idea."", ""chinese"": ""他们每个人都有不同的想法。""}]}], ""forms"": {}}"
A1,ear,"{""word"": ""ear"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the part of the body that you hear with"", ""chinese"": ""耳朵""}, ""example_sentences"": [{""english"": ""She has big ears."", ""chinese"": ""她有大耳朵。""}]}], ""forms"": {""noun"": {""singular"": ""ear"", ""plural"": ""ears""}}}"
A1,early,"{""word"": ""early"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""happening a long time before the usual or expected time"", ""chinese"": ""比通常或预期时间早的""}, ""example_sentences"": [{""english"": ""She arrived early for the meeting."", ""chinese"": ""她开会早到了。""}], ""synonyms"": [""ahead of time"", ""beforehand""], ""antonyms"": [""late""]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""before the usual or expected time"", ""chinese"": ""比通常或预期时间早""}, ""example_sentences"": [{""english"": ""We left early in the morning."", ""chinese"": ""我们一大早就离开了。""}]}], ""forms"": {}}"
A1,east,"{""word"": ""east"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the direction that is to the right of someone facing north, opposite of west"", ""chinese"": ""东；东方""}, ""example_sentences"": [{""english"": ""The sun rises in the east."", ""chinese"": ""太阳从东方升起。""}]}, {""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""in or toward the east"", ""chinese"": ""东方的；向东的""}, ""example_sentences"": [{""english"": ""The east side of the city is more modern."", ""chinese"": ""城市的东边更现代化。""}]}], ""forms"": {""noun"": {""singular"": ""east"", ""plural"": ""easts""}}}"
A1,easy,"{""word"": ""easy"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""not difficult"", ""chinese"": ""容易的""}, ""example_sentences"": [{""english"": ""This math problem is easy."", ""chinese"": ""这道数学题很容易。""}], ""synonyms"": [""simple"", ""effortless""], ""antonyms"": [""difficult"", ""hard""]}], ""forms"": {}}"
A1,eat,"{""word"": ""eat"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to take food into the mouth and swallow it"", ""chinese"": ""吃；进食""}, ""example_sentences"": [{""english"": ""She eats an apple every day."", ""chinese"": ""她每天吃一个苹果。""}, {""english"": ""Do you eat breakfast every morning?"", ""chinese"": ""你每天早上吃早餐吗？""}], ""synonyms"": [""consume"", ""devour""], ""antonyms"": [""starve""]}], ""forms"": {""verb"": {""base_form"": ""eat"", ""third_person_singular"": ""eats"", ""past_tense"": ""ate"", ""past_participle"": ""eaten"", ""present_participle"": ""eating""}}}"
A1,egg,"{""word"": ""egg"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a round object laid by a female bird, reptile, fish, or invertebrate, containing a developing embryo"", ""chinese"": ""蛋；卵""}, ""example_sentences"": [{""english"": ""She boiled an egg for breakfast."", ""chinese"": ""她煮了一个鸡蛋当早餐。""}]}], ""forms"": {""noun"": {""singular"": ""egg"", ""plural"": ""eggs""}}}"
A1,eight,"{""word"": ""eight"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the number 8"", ""chinese"": ""数字 8""}, ""example_sentences"": [{""english"": ""She has eight apples."", ""chinese"": ""她有八个苹果。""}]}], ""forms"": {""noun"": {""singular"": ""eight"", ""plural"": ""eights""}}}"
A1,eighteen,"{""word"": ""eighteen"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The number 18"", ""chinese"": ""数字18""}, ""example_sentences"": [{""english"": ""She is eighteen years old."", ""chinese"": ""她18岁。""}]}], ""forms"": {""noun"": {""singular"": ""eighteen"", ""plural"": ""eighteens""}}}"
A1,eighty,"{""word"": ""eighty"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the number 80"", ""chinese"": ""数字 80""}, ""example_sentences"": [{""english"": ""She is eighty years old."", ""chinese"": ""她八十岁了。""}]}], ""forms"": {""noun"": {""singular"": ""eighty"", ""plural"": ""eighties""}}}"
A1,elephant,"{""word"": ""elephant"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A very large mammal with a long trunk, especially one of the two species found in Africa and Asia."", ""chinese"": ""大象，一种体型庞大的哺乳动物，尤其是非洲象和亚洲象。""}, ""example_sentences"": [{""english"": ""The elephant is the largest land animal."", ""chinese"": ""大象是陆地上最大的动物。""}]}], ""forms"": {""noun"": {""singular"": ""elephant"", ""plural"": ""elephants""}}}"
A1,eleven,"{""word"": ""eleven"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The number 11."", ""chinese"": ""数字11。""}, ""example_sentences"": [{""english"": ""There are eleven players in a soccer team."", ""chinese"": ""一支足球队有11名球员。""}]}], ""forms"": {""noun"": {""singular"": ""eleven"", ""plural"": ""elevens""}}}"
A1,else,"{""word"": ""else"", ""definitions"": [{""part_of_speech"": ""other"", ""meaning"": {""english"": ""used to refer to a different or additional person or thing"", ""chinese"": ""用于指不同或额外的人或事物""}, ""example_sentences"": [{""english"": ""Is there anything else you need?"", ""chinese"": ""你还需要别的什么吗？""}], ""synonyms"": [""additional"", ""extra""], ""antonyms"": [""only"", ""sole""]}], ""forms"": {}}"
A1,email,"{""word"": ""email"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a system for sending messages from one computer to another using the internet"", ""chinese"": ""电子邮件；电子信函""}, ""example_sentences"": [{""english"": ""I received an email from my teacher."", ""chinese"": ""我收到了老师发来的电子邮件。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to send a message to someone using the internet"", ""chinese"": ""给某人发电子邮件""}, ""example_sentences"": [{""english"": ""She emailed me the homework."", ""chinese"": ""她通过电子邮件把作业发给了我。""}]}], ""forms"": {""noun"": {""singular"": ""email"", ""plural"": ""emails""}, ""verb"": {""base_form"": ""email"", ""third_person_singular"": ""emails"", ""past_tense"": ""emailed"", ""past_participle"": ""emailed"", ""present_participle"": ""emailing""}}}"
A1,end,"{""word"": ""end"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The final part of something"", ""chinese"": ""末尾，结束""}, ""example_sentences"": [{""english"": ""The movie had a happy end."", ""chinese"": ""这部电影有一个快乐的结局。""}], ""synonyms"": [""conclusion"", ""finish""], ""antonyms"": [""beginning"", ""start""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To bring something to its final part"", ""chinese"": ""结束，终止""}, ""example_sentences"": [{""english"": ""She ended the meeting early."", ""chinese"": ""她提前结束了会议。""}], ""synonyms"": [""finish"", ""conclude""], ""antonyms"": [""begin"", ""start""]}], ""forms"": {""noun"": {""singular"": ""end"", ""plural"": ""ends""}, ""verb"": {""base_form"": ""end"", ""third_person_singular"": ""ends"", ""past_tense"": ""ended"", ""past_participle"": ""ended"", ""present_participle"": ""ending""}}}"
A1,enjoy,"{""word"": ""enjoy"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to get pleasure from something"", ""chinese"": ""从某事中获得快乐""}, ""example_sentences"": [{""english"": ""I enjoy playing football."", ""chinese"": ""我喜欢踢足球。""}], ""synonyms"": [""like"", ""love""], ""antonyms"": [""hate"", ""dislike""]}], ""forms"": {""verb"": {""base_form"": ""enjoy"", ""third_person_singular"": ""enjoys"", ""past_tense"": ""enjoyed"", ""past_participle"": ""enjoyed"", ""present_participle"": ""enjoying""}}}"
A1,enough,"{""word"": ""enough"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""as much as is needed; sufficient"", ""chinese"": ""足够的；充足的""}, ""example_sentences"": [{""english"": ""Do you have enough time to finish your homework?"", ""chinese"": ""你有足够的时间完成作业吗？""}]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""to the necessary degree; sufficiently"", ""chinese"": ""足够地；充分地""}, ""example_sentences"": [{""english"": ""She ran fast enough to win the race."", ""chinese"": ""她跑得足够快，赢得了比赛。""}]}], ""forms"": {}}"
A1,euro,"{""word"": ""euro"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The official currency of the European Union"", ""chinese"": ""欧元（欧盟的官方货币）""}, ""example_sentences"": [{""english"": ""She exchanged her dollars for euros at the bank."", ""chinese"": ""她在银行把美元兑换成了欧元。""}]}], ""forms"": {""noun"": {""singular"": ""euro"", ""plural"": ""euros""}}}"
A1,even,"{""word"": ""even"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""flat and smooth"", ""chinese"": ""平坦的，光滑的""}, ""example_sentences"": [{""english"": ""The floor is even."", ""chinese"": ""地板是平坦的。""}]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""used to emphasize something surprising"", ""chinese"": ""甚至，用于强调某事令人惊讶""}, ""example_sentences"": [{""english"": ""She can even speak three languages."", ""chinese"": ""她甚至会说三种语言。""}]}], ""forms"": {""adjective"": {""base_form"": ""even""}, ""adverb"": {""base_form"": ""even""}}}"
A1,evening,"{""word"": ""evening"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the part of the day between the afternoon and night"", ""chinese"": ""傍晚，晚上""}, ""example_sentences"": [{""english"": ""We often go for a walk in the evening."", ""chinese"": ""我们经常在傍晚去散步。""}]}], ""forms"": {""noun"": {""singular"": ""evening"", ""plural"": ""evenings""}}}"
A1,event,"{""word"": ""event"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A thing that happens, especially one of importance."", ""chinese"": ""事件，发生的事情，尤指重要的事情。""}, ""example_sentences"": [{""english"": ""The concert was a major event."", ""chinese"": ""这场音乐会是一个重大事件。""}, {""english"": ""We will remember this event for a long time."", ""chinese"": ""我们会长时间记住这个事件。""}], ""synonyms"": [""occurrence"", ""incident""], ""antonyms"": [""non-event""]}], ""forms"": {""noun"": {""singular"": ""event"", ""plural"": ""events""}}}"
A1,ever,"{""word"": ""ever"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""at any time"", ""chinese"": ""在任何时候""}, ""example_sentences"": [{""english"": ""Have you ever been to Paris?"", ""chinese"": ""你曾经去过巴黎吗？""}]}], ""forms"": {}}"
A1,every,"{""word"": ""every"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""each one of a group considered individually"", ""chinese"": ""每个，每一""}, ""example_sentences"": [{""english"": ""Every child needs love."", ""chinese"": ""每个孩子都需要爱。""}, {""english"": ""She reads every book in the library."", ""chinese"": ""她读了图书馆里的每一本书。""}]}], ""forms"": {}}"
A1,everybody,"{""word"": ""everybody"", ""definitions"": [{""part_of_speech"": ""pronoun"", ""meaning"": {""english"": ""every person; all the people"", ""chinese"": ""每个人；所有人""}, ""example_sentences"": [{""english"": ""Everybody loves ice cream."", ""chinese"": ""每个人都喜欢冰淇淋。""}, {""english"": ""Everybody was happy at the party."", ""chinese"": ""聚会上每个人都开心。""}]}], ""forms"": {}}"
A1,everyone,"{""word"": ""everyone"", ""definitions"": [{""part_of_speech"": ""pronoun"", ""meaning"": {""english"": ""every person; all people"", ""chinese"": ""每个人；所有人""}, ""example_sentences"": [{""english"": ""Everyone likes ice cream."", ""chinese"": ""每个人都喜欢冰淇淋。""}, {""english"": ""Everyone should do their homework."", ""chinese"": ""每个人都应该做作业。""}]}], ""forms"": {}}"
A1,everything,"{""word"": ""everything"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""All things; the whole of something."", ""chinese"": ""所有事物；一切""}, ""example_sentences"": [{""english"": ""She wanted to know everything about him."", ""chinese"": ""她想知道关于他的一切。""}, {""english"": ""Everything in the room was new."", ""chinese"": ""房间里的一切都是新的。""}]}], ""forms"": {""noun"": {""singular"": ""everything"", ""plural"": ""everything""}}}"
A1,exam,"{""word"": ""exam"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A formal test of a person's knowledge or ability in a particular subject."", ""chinese"": ""正式的考试，测试某人在特定科目中的知识或能力。""}, ""example_sentences"": [{""english"": ""I have an exam tomorrow."", ""chinese"": ""我明天有一场考试。""}], ""synonyms"": [""test"", ""quiz""]}], ""forms"": {""noun"": {""singular"": ""exam"", ""plural"": ""exams""}}}"
A1,example,"{""word"": ""example"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a thing characteristic of its kind or illustrating a general rule"", ""chinese"": ""典型的事物；例子""}, ""example_sentences"": [{""english"": ""This is a good example of teamwork."", ""chinese"": ""这是一个团队合作的典型例子。""}], ""synonyms"": [""instance"", ""case"", ""illustration""], ""antonyms"": [""exception""]}], ""forms"": {""noun"": {""singular"": ""example"", ""plural"": ""examples""}}}"
A1,excited,"{""word"": ""excited"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""very enthusiastic and eager"", ""chinese"": ""非常兴奋和渴望的""}, ""example_sentences"": [{""english"": ""She was excited about her new job."", ""chinese"": ""她对她的新工作感到非常兴奋。""}], ""synonyms"": [""thrilled"", ""enthusiastic""], ""antonyms"": [""bored"", ""uninterested""]}], ""forms"": {""adjective"": {""base_form"": ""excited""}}}"
A1,exciting,"{""word"": ""exciting"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""causing great enthusiasm and eagerness"", ""chinese"": ""令人兴奋的""}, ""example_sentences"": [{""english"": ""The movie was very exciting."", ""chinese"": ""这部电影非常令人兴奋。""}], ""synonyms"": [""thrilling"", ""exhilarating""], ""antonyms"": [""boring"", ""dull""]}], ""forms"": {}}"
A1,exercise,"{""word"": ""exercise"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""physical activity done to become stronger and healthier"", ""chinese"": ""锻炼；运动""}, ""example_sentences"": [{""english"": ""She does exercise every morning."", ""chinese"": ""她每天早上都锻炼。""}], ""synonyms"": [""workout"", ""training""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to perform physical activities to strengthen and develop the body"", ""chinese"": ""锻炼；运动""}, ""example_sentences"": [{""english"": ""He exercises every day to stay healthy."", ""chinese"": ""他每天锻炼以保持健康。""}]}], ""forms"": {""noun"": {""singular"": ""exercise"", ""plural"": ""exercises""}, ""verb"": {""base_form"": ""exercise"", ""third_person_singular"": ""exercises"", ""past_tense"": ""exercised"", ""past_participle"": ""exercised"", ""present_participle"": ""exercising""}}}"
A1,expensive,"{""word"": ""expensive"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""costing a lot of money"", ""chinese"": ""昂贵的""}, ""example_sentences"": [{""english"": ""The car is very expensive."", ""chinese"": ""这辆车非常贵。""}], ""synonyms"": [""costly"", ""high-priced""], ""antonyms"": [""cheap"", ""inexpensive""]}], ""forms"": {}}"
A1,explain,"{""word"": ""explain"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To make something clear or easy to understand by describing or giving details."", ""chinese"": ""解释；说明""}, ""example_sentences"": [{""english"": ""Can you explain this problem to me?"", ""chinese"": ""你能给我解释一下这个问题吗？""}, {""english"": ""She explained the rules to the new students."", ""chinese"": ""她向新生解释了规则。""}], ""synonyms"": [""clarify"", ""describe""], ""antonyms"": [""confuse"", ""obscure""]}], ""forms"": {""verb"": {""base_form"": ""explain"", ""third_person_singular"": ""explains"", ""past_tense"": ""explained"", ""past_participle"": ""explained"", ""present_participle"": ""explaining""}}}"
A1,extra,"{""word"": ""extra"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""more than is usual, expected, or necessary"", ""chinese"": ""额外的，超出平常、预期或必要的""}, ""example_sentences"": [{""english"": ""She took an extra book to the library."", ""chinese"": ""她多带了一本书去图书馆。""}], ""synonyms"": [""additional"", ""supplementary""], ""antonyms"": [""necessary"", ""required""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""something added to what is usual or basic"", ""chinese"": ""额外的东西，附加物""}, ""example_sentences"": [{""english"": ""He got an extra for helping out."", ""chinese"": ""他因为帮忙而得到了额外的奖励。""}]}], ""forms"": {""adjective"": {""base_form"": ""extra""}, ""noun"": {""singular"": ""extra"", ""plural"": ""extras""}}}"
A1,eye,"{""word"": ""eye"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the organ of sight"", ""chinese"": ""眼睛""}, ""example_sentences"": [{""english"": ""She has blue eyes."", ""chinese"": ""她有蓝色的眼睛。""}]}], ""forms"": {""noun"": {""singular"": ""eye"", ""plural"": ""eyes""}}}"
A1,face,"{""word"": ""face"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the front part of a person's head from the forehead to the chin"", ""chinese"": ""脸；面部""}, ""example_sentences"": [{""english"": ""She washed her face with soap."", ""chinese"": ""她用肥皂洗脸。""}], ""synonyms"": [""countenance"", ""visage""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to turn your face in a particular direction"", ""chinese"": ""面向；面对""}, ""example_sentences"": [{""english"": ""The house faces the park."", ""chinese"": ""这房子面向公园。""}]}], ""forms"": {""noun"": {""singular"": ""face"", ""plural"": ""faces""}, ""verb"": {""base_form"": ""face"", ""third_person_singular"": ""faces"", ""past_tense"": ""faced"", ""past_participle"": ""faced"", ""present_participle"": ""facing""}}}"
A1,fact,"{""word"": ""fact"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A thing that is known or proved to be true."", ""chinese"": ""已知或被证明为真实的事物。""}, ""example_sentences"": [{""english"": ""It is a fact that the Earth is round."", ""chinese"": ""地球是圆的，这是事实。""}], ""synonyms"": [""reality"", ""truth""], ""antonyms"": [""fiction"", ""myth""]}], ""forms"": {""noun"": {""singular"": ""fact"", ""plural"": ""facts""}}}"
A1,fall,"{""word"": ""fall"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""move downwards from a higher to a lower level, especially rapidly and without intending to"", ""chinese"": ""落下；跌落；降落""}, ""example_sentences"": [{""english"": ""The leaves fall from the trees in autumn."", ""chinese"": ""树叶在秋天从树上落下。""}, {""english"": ""He fell off his bike."", ""chinese"": ""他从自行车上摔了下来。""}], ""synonyms"": [""drop"", ""descend""], ""antonyms"": [""rise"", ""ascend""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the season of the year between summer and winter, during which the leaves fall from the trees and the weather becomes cooler"", ""chinese"": ""秋天；秋季""}, ""example_sentences"": [{""english"": ""I love the colors of fall."", ""chinese"": ""我喜欢秋天的颜色。""}]}], ""forms"": {""verb"": {""base_form"": ""fall"", ""third_person_singular"": ""falls"", ""past_tense"": ""fell"", ""past_participle"": ""fallen"", ""present_participle"": ""falling""}, ""noun"": {""singular"": ""fall"", ""plural"": ""falls""}}}"
A1,family,"{""word"": ""family"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a group consisting of parents and children living together in a household"", ""chinese"": ""家庭，指父母和子女共同生活的家庭""}, ""example_sentences"": [{""english"": ""My family is very important to me."", ""chinese"": ""我的家庭对我非常重要。""}], ""synonyms"": [""household"", ""relatives""], ""antonyms"": [""stranger""]}], ""forms"": {""noun"": {""singular"": ""family"", ""plural"": ""families""}}}"
A1,famous,"{""word"": ""famous"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""known and recognized by many people"", ""chinese"": ""著名的，广为人知的""}, ""example_sentences"": [{""english"": ""She is a famous singer."", ""chinese"": ""她是一位著名的歌手。""}], ""synonyms"": [""well-known"", ""celebrated""], ""antonyms"": [""unknown"", ""anonymous""]}], ""forms"": {}}"
A1,fantastic,"{""word"": ""fantastic"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""very good or impressive"", ""chinese"": ""非常好的，令人印象深刻的""}, ""example_sentences"": [{""english"": ""The movie was fantastic."", ""chinese"": ""这部电影非常棒。""}], ""synonyms"": [""great"", ""wonderful""], ""antonyms"": [""poor"", ""bad""]}], ""forms"": {}}"
A1,far,"{""word"": ""far"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""distant in space or time"", ""chinese"": ""遥远的""}, ""example_sentences"": [{""english"": ""The school is far from my home."", ""chinese"": ""学校离我家很远。""}], ""synonyms"": [""distant"", ""remote""], ""antonyms"": [""near"", ""close""]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""at or to a great distance"", ""chinese"": ""远""}, ""example_sentences"": [{""english"": ""She walked far into the forest."", ""chinese"": ""她走进了森林深处。""}], ""synonyms"": [""distant"", ""remote""], ""antonyms"": [""near"", ""close""]}], ""forms"": {}}"
A1,farm,"{""word"": ""farm"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A piece of land and its buildings used for growing crops and rearing animals."", ""chinese"": ""农场；农庄""}, ""example_sentences"": [{""english"": ""They live on a small farm."", ""chinese"": ""他们住在一个小农场里。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To cultivate land or raise livestock."", ""chinese"": ""耕作；养殖""}, ""example_sentences"": [{""english"": ""He farms 500 acres of land."", ""chinese"": ""他耕种了500英亩的土地。""}]}], ""forms"": {""noun"": {""singular"": ""farm"", ""plural"": ""farms""}, ""verb"": {""base_form"": ""farm"", ""third_person_singular"": ""farms"", ""past_tense"": ""farmed"", ""past_participle"": ""farmed"", ""present_participle"": ""farming""}}}"
A1,farmer,"{""word"": ""farmer"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A person who owns or manages a farm."", ""chinese"": ""农场主；农民""}, ""example_sentences"": [{""english"": ""The farmer grows vegetables on his farm."", ""chinese"": ""农民在他的农场种植蔬菜。""}]}], ""forms"": {""noun"": {""singular"": ""farmer"", ""plural"": ""farmers""}}}"
A1,fast,"{""word"": ""fast"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""moving or able to move quickly"", ""chinese"": ""快速的""}, ""example_sentences"": [{""english"": ""He runs very fast."", ""chinese"": ""他跑得很快。""}], ""synonyms"": [""quick"", ""rapid""], ""antonyms"": [""slow""]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""quickly"", ""chinese"": ""快速地""}, ""example_sentences"": [{""english"": ""She drives fast."", ""chinese"": ""她开车很快。""}]}], ""forms"": {""adjective"": {""base_form"": ""fast""}, ""adverb"": {""base_form"": ""fast""}}}"
A1,fat,"{""word"": ""fat"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a natural oily substance in meat and some other foods"", ""chinese"": ""脂肪；肥肉""}, ""example_sentences"": [{""english"": ""He cut the fat off the meat."", ""chinese"": ""他把肥肉从肉上切下来。""}]}, {""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""having a lot of flesh on the body"", ""chinese"": ""肥胖的""}, ""example_sentences"": [{""english"": ""She is a fat cat."", ""chinese"": ""她是一只胖猫。""}], ""synonyms"": [""plump"", ""overweight""], ""antonyms"": [""thin"", ""slim""]}], ""forms"": {""noun"": {""singular"": ""fat"", ""plural"": ""fats""}}}"
A1,father,"{""word"": ""father"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a male parent"", ""chinese"": ""父亲""}, ""example_sentences"": [{""english"": ""My father is a doctor."", ""chinese"": ""我父亲是医生。""}]}], ""forms"": {""noun"": {""singular"": ""father"", ""plural"": ""fathers""}}}"
A1,favourite,"{""word"": ""favourite"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""liked or loved more than others of the same kind"", ""chinese"": ""最喜欢的""}, ""example_sentences"": [{""english"": ""Ice cream is my favourite dessert."", ""chinese"": ""冰淇淋是我最喜欢的甜点。""}], ""synonyms"": [""preferred"", ""best-loved""], ""antonyms"": [""least favourite""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a person or thing that is liked more than others of the same kind"", ""chinese"": ""最喜欢的人或物""}, ""example_sentences"": [{""english"": ""My favourite is chocolate ice cream."", ""chinese"": ""我最喜欢的（甜点）是巧克力冰淇淋。""}]}], ""forms"": {""noun"": {""singular"": ""favourite"", ""plural"": ""favourites""}}}"
A1,February,"{""word"": ""February"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The second month of the year."", ""chinese"": ""一年中的第二个月。""}, ""example_sentences"": [{""english"": ""My birthday is in February."", ""chinese"": ""我的生日在二月。""}]}], ""forms"": {""noun"": {""singular"": ""February"", ""plural"": ""Februaries""}}}"
